n_train,frac,split,fold,Accuracy,Precision,Recall,F1,ROC-AUC,Dataset,Model
5214,0.2,train,3,0.912734944380514,0.9574044585987261,0.8735924446058845,0.9135802469135802,0.9797295492206572,OULAD (full-module features),Random forest
5214,0.2,validation,3,0.8647239263803681,0.9156118143459916,0.8193435957014232,0.8648068669527897,0.9368714845445738,OULAD (full-module features),Random forest
10429,0.4,train,3,0.9136062901524595,0.9628140703517588,0.8699600435888122,0.9140349203320294,0.9803032077207299,OULAD (full-module features),Random forest
10429,0.4,validation,3,0.8696319018404908,0.9210782721662878,0.8237002613999419,0.869671879791475,0.9413653019115997,OULAD (full-module features),Random forest
15643,0.6,train,3,0.9133158601291312,0.9605070046697799,0.8716551640634459,0.9139266218103339,0.9803327752894934,OULAD (full-module features),Random forest
15643,0.6,validation,3,0.8710122699386503,0.9259986902423052,0.8213767063607319,0.870555641065107,0.9424709161533233,OULAD (full-module features),Random forest
20858,0.8,train,3,0.9136062901524595,0.9612379807692307,0.8715038140210679,0.9141741284054106,0.9802402235988896,OULAD (full-module features),Random forest
20858,0.8,validation,3,0.8728527607361963,0.9276832460732984,0.8234098170200407,0.872441914140637,0.9434638734670613,OULAD (full-module features),Random forest
26073,1.0,train,3,0.9138188931078127,0.9616062840654056,0.8715583000363241,0.9143706413627529,0.9800242498478041,OULAD (full-module features),Random forest
26073,1.0,validation,3,0.8730061349693251,0.9277069021916912,0.8237002613999419,0.8726153846153846,0.9444014226394267,OULAD (full-module features),Random forest
1303,0.05,train,4,0.8948580199539524,0.9324960753532182,0.8633720930232558,0.8966037735849056,0.9730880128568727,OULAD (full-module features),Random forest
1303,0.05,validation,4,0.8576250383553237,0.8937637104356001,0.8288288288288288,0.8600723763570567,0.9331331814060068,OULAD (full-module features),Random forest
2607,0.1,train,4,0.8968162639048715,0.9417398244213887,0.8575581395348837,0.897679726131609,0.9748071854986493,OULAD (full-module features),Random forest
2607,0.1,validation,4,0.8660632095734888,0.91101152368758,0.8270851496657948,0.867022086824067,0.93834098495111,OULAD (full-module features),Random forest
5215,0.2,train,4,0.9106423777564717,0.9535898452994843,0.8732292045041773,0.9116420174440653,0.9784780977431607,OULAD (full-module features),Random forest
5215,0.2,validation,4,0.8711261123043879,0.9204655674102813,0.8273757628596339,0.8714416896235078,0.9394788815254917,OULAD (full-module features),Random forest
10430,0.4,train,4,0.9101629913710451,0.959758551307847,0.8661703286725985,0.910566001718049,0.979815507093238,OULAD (full-module features),Random forest
10430,0.4,validation,4,0.8718932187787665,0.923051948051948,0.8262133100842778,0.8719521545775187,0.9423783077320771,OULAD (full-module features),Random forest
15645,0.6,train,4,0.9118568232662192,0.9610076376792175,0.8682808716707022,0.912294091458373,0.9798316724070942,OULAD (full-module features),Random forest
15645,0.6,validation,4,0.873887695612151,0.9253004222150049,0.8279569892473119,0.8739263803680981,0.944033773465457,OULAD (full-module features),Random forest
20860,0.8,train,4,0.9124161073825503,0.9611484790683666,0.8692573088796077,0.912896305125149,0.9802370755134795,OULAD (full-module features),Random forest
20860,0.8,validation,4,0.8760355937404112,0.9289670902574129,0.8285382156349899,0.8758832565284178,0.9455024231775779,OULAD (full-module features),Random forest
26075,1.0,train,4,0.9119463087248322,0.9596858219123187,0.869761022735527,0.9125133363816491,0.9800188511576161,OULAD (full-module features),Random forest
26075,1.0,validation,4,0.877262964099417,0.9299902311950504,0.8299912816041848,0.8771498771498771,0.9454224266305578,OULAD (full-module features),Random forest
1303,0.05,train,0,0.8879508825786646,0.9032738095238095,0.8822674418604651,0.8926470588235295,0.9520230667422954,OULAD (full-module features),Neural network (MLP)
1303,0.05,validation,0,0.8476760239300506,0.8615293770298199,0.8477629285299244,0.8545907160638454,0.923453366309654,OULAD (full-module features),Neural network (MLP)
2607,0.1,train,0,0.8872266973532796,0.8886494252873564,0.8989825581395349,0.8937861271676301,0.9592680841818902,OULAD (full-module features),Neural network (MLP)
2607,0.1,validation,0,0.8571866850743979,0.8579982891360137,0.8742010459035444,0.866023888329256,0.9342959337114771,OULAD (full-module features),Neural network (MLP)
5214,0.2,train,0,0.8958573072497124,0.9211128048780488,0.8779513258263713,0.8990143202529292,0.960717671520249,OULAD (full-module features),Neural network (MLP)
5214,0.2,validation,0,0.8702254947077772,0.8969418960244648,0.8521208599651365,0.8739570917759237,0.938858566595103,OULAD (full-module features),Neural network (MLP)
10429,0.4,train,0,0.8920318343081791,0.9309327036599764,0.8592444605884489,0.8936531922931621,0.9549454995968056,OULAD (full-module features),Neural network (MLP)
10429,0.4,validation,0,0.8759012118423071,0.9146456692913386,0.8436955258570599,0.8777391567175458,0.9408517619714939,OULAD (full-module features),Neural network (MLP)
15644,0.6,train,0,0.8850038353362312,0.9181771103055412,0.8586996004358881,0.8874429080898455,0.9517511558552526,OULAD (full-module features),Neural network (MLP)
15644,0.6,validation,0,0.8763614051234851,0.9123904881101377,0.8471818710052296,0.8785778849050919,0.9421894028477293,OULAD (full-module features),Neural network (MLP)
20859,0.8,train,0,0.8859485114339134,0.936060606060606,0.8414600926178153,0.8862430067422178,0.9530858209249096,OULAD (full-module features),Neural network (MLP)
20859,0.8,validation,0,0.8736002454364167,0.9252761533463287,0.8274259151656014,0.8736196319018404,0.9422389730785492,OULAD (full-module features),Neural network (MLP)
26074,1.0,train,0,0.8834854644473422,0.9158784307644596,0.8581287229405782,0.8860636063606361,0.9509100138434357,OULAD (full-module features),Neural network (MLP)
26074,1.0,validation,0,0.8749808252799509,0.9077926109903757,0.8495061011040093,0.8776827254990245,0.9432061118867148,OULAD (full-module features),Neural network (MLP)
1303,0.05,train,1,0.8541826554105909,0.8661764705882353,0.8561046511627907,0.8611111111111112,0.935795991680847,OULAD (full-module features),Neural network (MLP)
1303,0.05,validation,1,0.8534826633936791,0.8586266589728794,0.8648648648648649,0.8617344722745042,0.9328079061900233,OULAD (full-module features),Neural network (MLP)
2607,0.1,train,1,0.8845416187188339,0.9008202833706189,0.877906976744186,0.889216047110784,0.9568398966618178,OULAD (full-module features),Neural network (MLP)
2607,0.1,validation,1,0.8660632095734888,0.8691776883266245,0.8785236849752979,0.8738256973551091,0.9420090202481933,OULAD (full-module features),Neural network (MLP)
5215,0.2,train,1,0.8659635666347075,0.8580892608089261,0.8939338903014893,0.8756449030421634,0.946515919565481,OULAD (full-module features),Neural network (MLP)
5215,0.2,validation,1,0.8628413623810985,0.8493827160493828,0.8997384481255449,0.8738357324301439,0.9447894433269799,OULAD (full-module features),Neural network (MLP)
10430,0.4,train,1,0.9009587727708533,0.9374266718811107,0.8705284183766115,0.9027398550042369,0.9632962475952069,OULAD (full-module features),Neural network (MLP)
10430,0.4,validation,1,0.873887695612151,0.9065507606333437,0.8485905260098808,0.8766136295406785,0.9433088933020791,OULAD (full-module features),Neural network (MLP)
15645,0.6,train,1,0.881943112815596,0.9235239730550786,0.8464891041162228,0.8833301749731539,0.9498598280986424,OULAD (full-module features),Neural network (MLP)
15645,0.6,validation,1,0.8826327094200676,0.9173424828446662,0.8546934030804999,0.8849104859335039,0.9488828675824807,OULAD (full-module features),Neural network (MLP)
20860,0.8,train,1,0.8879194630872483,0.9180801850424055,0.8648992191755946,0.8906965871902758,0.9536047292827429,OULAD (full-module features),Neural network (MLP)
20860,0.8,validation,1,0.8824792881251918,0.9069059933069669,0.8663179308340598,0.8861474435196195,0.949656671253954,OULAD (full-module features),Neural network (MLP)
26075,1.0,train,1,0.8881687440076702,0.9242981152733245,0.8585022154427253,0.8901860360021089,0.9536226862269899,OULAD (full-module features),Neural network (MLP)
26075,1.0,validation,1,0.8867750843817122,0.9170009256402345,0.8637024120895088,0.8895540257407961,0.9491775419941733,OULAD (full-module features),Neural network (MLP)
1303,0.05,train,2,0.8633921719109747,0.8706395348837209,0.8706395348837209,0.8706395348837209,0.9359330686330118,OULAD (full-module features),Neural network (MLP)
1303,0.05,validation,2,0.8425897514575023,0.8366322832450516,0.8721301947108399,0.8540125213431986,0.9257393092926237,OULAD (full-module features),Neural network (MLP)
2607,0.1,train,2,0.8688147295742232,0.8746376811594203,0.8771802325581395,0.8759071117561683,0.9435501010711655,OULAD (full-module features),Neural network (MLP)
2607,0.1,validation,2,0.8613071494323412,0.8690718649985453,0.8680616099970939,0.8685664437336436,0.9358421081611872,OULAD (full-module features),Neural network (MLP)
5215,0.2,train,2,0.8901246404602109,0.9176245210727969,0.8699600435888122,0.8931568152153645,0.9557125923923773,OULAD (full-module features),Neural network (MLP)
5215,0.2,validation,2,0.8740411169070267,0.903822441430333,0.8520778843359489,0.8771877337322364,0.9400937310191191,OULAD (full-module features),Neural network (MLP)
10430,0.4,train,2,0.886673058485139,0.9175516508978567,0.8629017613945887,0.8893879842784952,0.9554311630635299,OULAD (full-module features),Neural network (MLP)
10430,0.4,validation,2,0.8761890150352869,0.9049815498154982,0.8552746294681779,0.8794262662483191,0.943583828306065,OULAD (full-module features),Neural network (MLP)
15645,0.6,train,2,0.8896772131671461,0.9284028324154209,0.8571428571428571,0.8913508749842629,0.9566845546154843,OULAD (full-module features),Neural network (MLP)
15645,0.6,validation,2,0.877262964099417,0.9153821956590122,0.8456843940714909,0.879154078549849,0.9438721747736604,OULAD (full-module features),Neural network (MLP)
20860,0.8,train,2,0.8928092042186002,0.9386368179092545,0.8527328854185582,0.8936251189343483,0.9572490486412488,OULAD (full-module features),Neural network (MLP)
20860,0.8,validation,2,0.877262964099417,0.9217502395400831,0.8387096774193549,0.8782714546561169,0.9440538906608706,OULAD (full-module features),Neural network (MLP)
26075,1.0,train,2,0.8871332694151486,0.9325447570332481,0.8475339580155444,0.8880094371931961,0.9526138469531652,OULAD (full-module features),Neural network (MLP)
26075,1.0,validation,2,0.8827861307149433,0.9250555731978406,0.8465562336530078,0.8840667678300456,0.9445029857979212,OULAD (full-module features),Neural network (MLP)
1303,0.05,train,3,0.88871834228703,0.905829596412556,0.8808139534883721,0.8931466470154753,0.955225467952354,OULAD (full-module features),Neural network (MLP)
1303,0.05,validation,3,0.8576687116564418,0.8662976988057093,0.8637815858263143,0.8650378126817917,0.9318953237322132,OULAD (full-module features),Neural network (MLP)
2607,0.1,train,3,0.8764863828154967,0.8998482549317147,0.8619186046511628,0.8804751299183371,0.9470397719758941,OULAD (full-module features),Neural network (MLP)
2607,0.1,validation,3,0.8622699386503068,0.8806461262339216,0.8550682544292768,0.8676687297376953,0.934519895062455,OULAD (full-module features),Neural network (MLP)
5214,0.2,train,3,0.898542385884158,0.9177310293012773,0.8873955684707592,0.9023084025854109,0.9599948812812973,OULAD (full-module features),Neural network (MLP)
5214,0.2,validation,3,0.8653374233128834,0.8831789662384225,0.8585535869880918,0.8706921944035346,0.939504456768482,OULAD (full-module features),Neural network (MLP)
10429,0.4,train,3,0.8988397737079298,0.9395615247876753,0.8639665819106429,0.9001797710284796,0.9583578389434857,OULAD (full-module features),Neural network (MLP)
10429,0.4,validation,3,0.872239263803681,0.9108942065491183,0.8402555910543131,0.8741501737422571,0.9433937873597887,OULAD (full-module features),Neural network (MLP)
15643,0.6,train,3,0.8908137825225341,0.9269977838612958,0.8610001210800339,0.89278091650973,0.9544585754770034,OULAD (full-module features),Neural network (MLP)
15643,0.6,validation,3,0.8745398773006134,0.9118293065578914,0.8440313679930294,0.8766214177978884,0.9446485410621052,OULAD (full-module features),Neural network (MLP)
20858,0.8,train,3,0.8917921181321316,0.9415027735753908,0.8477115873592445,0.8921488985521097,0.9552763483914543,OULAD (full-module features),Neural network (MLP)
20858,0.8,validation,3,0.875920245398773,0.9275974025974026,0.8297995933778681,0.8759773110531964,0.9452510456044874,OULAD (full-module features),Neural network (MLP)
26073,1.0,train,3,0.8824070877919687,0.917505658315773,0.8540501271340356,0.8846414327639401,0.9485869523258286,OULAD (full-module features),Neural network (MLP)
26073,1.0,validation,3,0.875920245398773,0.9102803738317757,0.8486784780714494,0.878400721479032,0.945061034380327,OULAD (full-module features),Neural network (MLP)
1303,0.05,train,4,0.866462010744436,0.8746355685131195,0.872093023255814,0.8733624454148472,0.9428625449045188,OULAD (full-module features),Neural network (MLP)
1303,0.05,validation,4,0.8504142374961645,0.8463483146067415,0.8756175530369079,0.8607341808313098,0.9310515711387948,OULAD (full-module features),Neural network (MLP)
2607,0.1,train,4,0.9179133103183736,0.9567610062893082,0.8844476744186046,0.9191842900302115,0.9748668127633047,OULAD (full-module features),Neural network (MLP)
2607,0.1,validation,4,0.8637618901503529,0.8955686396033468,0.8398721301947109,0.8668266346730654,0.931004631016163,OULAD (full-module features),Neural network (MLP)
5215,0.2,train,4,0.8517737296260787,0.8378839590443686,0.891754449691246,0.8639802920992433,0.9327546966709088,OULAD (full-module features),Neural network (MLP)
5215,0.2,validation,4,0.8508745013807917,0.8324804740102343,0.8982853821563499,0.8641319541515237,0.935276087728728,OULAD (full-module features),Neural network (MLP)
10430,0.4,train,4,0.8916586768935763,0.9194939620471535,0.8710731795896132,0.8946288698246923,0.95600620723109,OULAD (full-module features),Neural network (MLP)
10430,0.4,validation,4,0.875575329855784,0.9066171923314781,0.8520778843359489,0.878501872659176,0.9417046178030378,OULAD (full-module features),Neural network (MLP)
15645,0.6,train,4,0.8877596676254395,0.9188562596599691,0.863680387409201,0.8904143784323515,0.9541983045929432,OULAD (full-module features),Neural network (MLP)
15645,0.6,validation,4,0.8809450751764345,0.910378811210348,0.8590526009880849,0.8839712918660287,0.9437247431208873,OULAD (full-module features),Neural network (MLP)
20860,0.8,train,4,0.8929050814956855,0.9213051823416507,0.8716179408026149,0.8957730708220584,0.9576759516197157,OULAD (full-module features),Neural network (MLP)
20860,0.8,validation,4,0.8758821724455355,0.9044253226797787,0.8552746294681779,0.8791635548917103,0.9427957631486414,OULAD (full-module features),Neural network (MLP)
26075,1.0,train,4,0.8809587727708533,0.9142257788827597,0.8547250671896565,0.883474735340491,0.9479736359990434,OULAD (full-module features),Neural network (MLP)
26075,1.0,validation,4,0.8777232279840442,0.9110696517412935,0.8514966579482709,0.8802764007811327,0.94436055983227,OULAD (full-module features),Neural network (MLP)
41,0.05,train,0,0.9512195121951219,1.0,0.7777777777777778,0.875,0.9930555555555556,Student Performance,Random forest
41,0.05,validation,0,0.7942583732057417,0.6,0.1956521739130435,0.29508196721311475,0.7328620965590824,Student Performance,Random forest
83,0.1,train,0,0.927710843373494,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9863247863247864,Student Performance,Random forest
83,0.1,validation,0,0.8086124401913876,0.65,0.2826086956521739,0.3939393939393939,0.7365964257135236,Student Performance,Random forest
167,0.2,train,0,0.9461077844311377,0.868421052631579,0.8918918918918919,0.88,0.9871101871101872,Student Performance,Random forest
167,0.2,validation,0,0.8038277511961722,0.5714285714285714,0.43478260869565216,0.49382716049382713,0.7936783142171245,Student Performance,Random forest
334,0.4,train,0,0.9281437125748503,0.7840909090909091,0.9324324324324325,0.8518518518518519,0.9783783783783784,Student Performance,Random forest
334,0.4,validation,0,0.7607655502392344,0.46296296296296297,0.5434782608695652,0.5,0.7974126433715658,Student Performance,Random forest
501,0.6,train,0,0.9341317365269461,0.7984496124031008,0.9363636363636364,0.8619246861924686,0.9814926761218321,Student Performance,Random forest
501,0.6,validation,0,0.7751196172248804,0.4909090909090909,0.5869565217391305,0.5346534653465347,0.8027473993064818,Student Performance,Random forest
668,0.8,train,0,0.9146706586826348,0.7445652173913043,0.9319727891156463,0.8277945619335347,0.9767062295167587,Student Performance,Random forest
668,0.8,validation,0,0.7894736842105263,0.5185185185185185,0.6086956521739131,0.56,0.8234195785542812,Student Performance,Random forest
835,1.0,train,0,0.9245508982035928,0.776255707762557,0.9239130434782609,0.8436724565756824,0.9765995458491952,Student Performance,Random forest
835,1.0,validation,0,0.7990430622009569,0.5370370370370371,0.6304347826086957,0.58,0.8378234195785542,Student Performance,Random forest
41,0.05,train,1,0.9512195121951219,0.8181818181818182,1.0,0.9,0.9791666666666666,Student Performance,Random forest
41,0.05,validation,1,0.7177033492822966,0.21739130434782608,0.10869565217391304,0.14492753623188406,0.6102960789543879,Student Performance,Random forest
83,0.1,train,1,0.9759036144578314,0.9,1.0,0.9473684210526315,0.9905982905982906,Student Performance,Random forest
83,0.1,validation,1,0.722488038277512,0.2692307692307692,0.15217391304347827,0.19444444444444445,0.668444918644972,Student Performance,Random forest
167,0.2,train,1,0.9341317365269461,0.825,0.8918918918918919,0.8571428571428571,0.9844074844074844,Student Performance,Random forest
167,0.2,validation,1,0.7751196172248804,0.4838709677419355,0.32608695652173914,0.38961038961038963,0.7179247799413178,Student Performance,Random forest
334,0.4,train,1,0.9461077844311377,0.8414634146341463,0.9324324324324325,0.8846153846153846,0.9876299376299376,Student Performance,Random forest
334,0.4,validation,1,0.784688995215311,0.5128205128205128,0.43478260869565216,0.47058823529411764,0.8010136036276341,Student Performance,Random forest
501,0.6,train,1,0.936127744510978,0.8,0.9454545454545454,0.8666666666666667,0.9855847477330854,Student Performance,Random forest
501,0.6,validation,1,0.7990430622009569,0.5454545454545454,0.5217391304347826,0.5333333333333333,0.8087489997332622,Student Performance,Random forest
668,0.8,train,1,0.9326347305389222,0.7931034482758621,0.9387755102040817,0.8598130841121495,0.982686356692389,Student Performance,Random forest
668,0.8,validation,1,0.7990430622009569,0.5454545454545454,0.5217391304347826,0.5333333333333333,0.8406241664443852,Student Performance,Random forest
835,1.0,train,1,0.9233532934131736,0.7727272727272727,0.9239130434782609,0.8415841584158416,0.9794045949375543,Student Performance,Random forest
835,1.0,validation,1,0.7894736842105263,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.8331555081355028,Student Performance,Random forest
41,0.05,train,2,0.975609756097561,1.0,0.8888888888888888,0.9411764705882353,1.0,Student Performance,Random forest
41,0.05,validation,2,0.7607655502392344,0.35714285714285715,0.10869565217391304,0.16666666666666666,0.6214990664177115,Student Performance,Random forest
83,0.1,train,2,0.927710843373494,0.7727272727272727,0.9444444444444444,0.85,0.9777777777777779,Student Performance,Random forest
83,0.1,validation,2,0.7559808612440191,0.41379310344827586,0.2608695652173913,0.32,0.6968524939983995,Student Performance,Random forest
167,0.2,train,2,0.9700598802395209,0.9444444444444444,0.918918918918919,0.9315068493150684,0.9927234927234927,Student Performance,Random forest
167,0.2,validation,2,0.7655502392344498,0.46511627906976744,0.43478260869565216,0.449438202247191,0.7305948252867432,Student Performance,Random forest
334,0.4,train,2,0.9251497005988024,0.810126582278481,0.8648648648648649,0.8366013071895425,0.983004158004158,Student Performance,Random forest
334,0.4,validation,2,0.7990430622009569,0.5625,0.391304347826087,0.46153846153846156,0.7484662576687117,Student Performance,Random forest
501,0.6,train,2,0.9341317365269461,0.808,0.9181818181818182,0.8595744680851064,0.9803999069983724,Student Performance,Random forest
501,0.6,validation,2,0.7894736842105263,0.5227272727272727,0.5,0.5111111111111111,0.7620698853027474,Student Performance,Random forest
668,0.8,train,2,0.9341317365269461,0.7942857142857143,0.9455782312925171,0.8633540372670807,0.981276195699009,Student Performance,Random forest
668,0.8,validation,2,0.7703349282296651,0.4791666666666667,0.5,0.48936170212765956,0.7584689250466791,Student Performance,Random forest
835,1.0,train,2,0.9293413173652695,0.7729257641921398,0.9619565217391305,0.8571428571428571,0.9803312629399585,Student Performance,Random forest
835,1.0,validation,2,0.784688995215311,0.5094339622641509,0.5869565217391305,0.5454545454545454,0.7734062416644438,Student Performance,Random forest
41,0.05,train,3,1.0,1.0,1.0,1.0,1.0,Student Performance,Random forest
41,0.05,validation,3,0.7799043062200957,0.5,0.15217391304347827,0.23333333333333334,0.5765537476660443,Student Performance,Random forest
83,0.1,train,3,0.9759036144578314,0.9,1.0,0.9473684210526315,1.0,Student Performance,Random forest
83,0.1,validation,3,0.7894736842105263,0.5333333333333333,0.34782608695652173,0.42105263157894735,0.6585756201653774,Student Performance,Random forest
167,0.2,train,3,0.9580838323353293,0.8571428571428571,0.972972972972973,0.9113924050632911,0.9875259875259874,Student Performance,Random forest
167,0.2,validation,3,0.8277511961722488,0.6785714285714286,0.41304347826086957,0.5135135135135135,0.7939450520138704,Student Performance,Random forest
334,0.4,train,3,0.9311377245508982,0.7865168539325843,0.9459459459459459,0.8588957055214724,0.9787941787941788,Student Performance,Random forest
334,0.4,validation,3,0.8564593301435407,0.7222222222222222,0.5652173913043478,0.6341463414634146,0.8535609495865564,Student Performance,Random forest
501,0.6,train,3,0.9241516966067864,0.7727272727272727,0.9272727272727272,0.8429752066115702,0.9771681004417578,Student Performance,Random forest
501,0.6,validation,3,0.8516746411483254,0.6829268292682927,0.6086956521739131,0.6436781609195402,0.8512936783142171,Student Performance,Random forest
668,0.8,train,3,0.9281437125748503,0.7894736842105263,0.9183673469387755,0.8490566037735849,0.9795918367346939,Student Performance,Random forest
668,0.8,validation,3,0.8229665071770335,0.6046511627906976,0.5652173913043478,0.5842696629213483,0.8503600960256069,Student Performance,Random forest
835,1.0,train,3,0.9293413173652695,0.7853881278538812,0.9347826086956522,0.8535980148883374,0.9802978694984306,Student Performance,Random forest
835,1.0,validation,3,0.8086124401913876,0.5576923076923077,0.6304347826086957,0.5918367346938775,0.8534275806881835,Student Performance,Random forest
41,0.05,train,4,0.9512195121951219,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9895833333333334,Student Performance,Random forest
41,0.05,validation,4,0.7259615384615384,0.28,0.15217391304347827,0.19718309859154928,0.5789049919484702,Student Performance,Random forest
83,0.1,train,4,0.963855421686747,1.0,0.8333333333333334,0.9090909090909091,0.9982905982905983,Student Performance,Random forest
83,0.1,validation,4,0.7884615384615384,0.5454545454545454,0.2608695652173913,0.35294117647058826,0.6796833064949007,Student Performance,Random forest
167,0.2,train,4,0.9760479041916168,0.9230769230769231,0.972972972972973,0.9473684210526315,0.996049896049896,Student Performance,Random forest
167,0.2,validation,4,0.7644230769230769,0.4444444444444444,0.2608695652173913,0.3287671232876712,0.7086688137412775,Student Performance,Random forest
334,0.4,train,4,0.9401197604790419,0.8375,0.9054054054054054,0.8701298701298701,0.9874220374220374,Student Performance,Random forest
334,0.4,validation,4,0.7788461538461539,0.5,0.2826086956521739,0.3611111111111111,0.7532206119162641,Student Performance,Random forest
501,0.6,train,4,0.9421157684630739,0.8188976377952756,0.9454545454545454,0.8776371308016878,0.9849569867472681,Student Performance,Random forest
501,0.6,validation,4,0.7644230769230769,0.4444444444444444,0.2608695652173913,0.3287671232876712,0.7517444981213097,Student Performance,Random forest
668,0.8,train,4,0.9296407185628742,0.7808988764044944,0.9455782312925171,0.8553846153846154,0.9839920613158892,Student Performance,Random forest
668,0.8,validation,4,0.7596153846153846,0.4411764705882353,0.32608695652173914,0.375,0.7504025764895331,Student Performance,Random forest
836,1.0,train,4,0.930622009569378,0.78125,0.9510869565217391,0.8578431372549019,0.9811616431048279,Student Performance,Random forest
836,1.0,validation,4,0.7355769230769231,0.36363636363636365,0.2608695652173913,0.3037974683544304,0.7400697799248523,Student Performance,Random forest
41,0.05,train,0,0.7073170731707317,0.2857142857142857,0.2222222222222222,0.25,0.7430555555555556,Student Performance,Neural network (MLP)
41,0.05,validation,0,0.6411483253588517,0.2698412698412698,0.3695652173913043,0.3119266055045872,0.5134702587356629,Student Performance,Neural network (MLP)
83,0.1,train,0,0.6626506024096386,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5888888888888889,Student Performance,Neural network (MLP)
83,0.1,validation,0,0.5980861244019139,0.203125,0.2826086956521739,0.23636363636363636,0.49426513736996536,Student Performance,Neural network (MLP)
167,0.2,train,0,0.7784431137724551,0.5,0.05405405405405406,0.0975609756097561,0.575051975051975,Student Performance,Neural network (MLP)
167,0.2,validation,0,0.7751196172248804,0.3333333333333333,0.021739130434782608,0.04081632653061224,0.5020005334755935,Student Performance,Neural network (MLP)
334,0.4,train,0,0.7425149700598802,0.3,0.12162162162162163,0.17307692307692307,0.539033264033264,Student Performance,Neural network (MLP)
334,0.4,validation,0,0.7129186602870813,0.23076923076923078,0.13043478260869565,0.16666666666666666,0.49426513736996536,Student Performance,Neural network (MLP)
501,0.6,train,0,0.7684630738522954,0.36363636363636365,0.07272727272727272,0.12121212121212122,0.5247384329225762,Student Performance,Neural network (MLP)
501,0.6,validation,0,0.7559808612440191,0.3076923076923077,0.08695652173913043,0.13559322033898305,0.5086689783942384,Student Performance,Neural network (MLP)
668,0.8,train,0,0.7799401197604791,0.0,0.0,0.0,0.6046979252353533,Student Performance,Neural network (MLP)
668,0.8,validation,0,0.7894736842105263,1.0,0.043478260869565216,0.08333333333333333,0.6040277407308615,Student Performance,Neural network (MLP)
835,1.0,train,0,0.8143712574850299,0.7735849056603774,0.22282608695652173,0.3459915611814346,0.819291391170774,Student Performance,Neural network (MLP)
835,1.0,validation,0,0.7894736842105263,0.5625,0.1956521739130435,0.2903225806451613,0.7856761803147506,Student Performance,Neural network (MLP)
41,0.05,train,1,0.8292682926829268,0.625,0.5555555555555556,0.5882352941176471,0.6944444444444444,Student Performance,Neural network (MLP)
41,0.05,validation,1,0.5406698564593302,0.20238095238095238,0.3695652173913043,0.26153846153846155,0.46492397972792743,Student Performance,Neural network (MLP)
83,0.1,train,1,0.8313253012048193,0.8333333333333334,0.2777777777777778,0.4166666666666667,0.6777777777777778,Student Performance,Neural network (MLP)
83,0.1,validation,1,0.7607655502392344,0.4090909090909091,0.1956521739130435,0.2647058823529412,0.6196319018404909,Student Performance,Neural network (MLP)
167,0.2,train,1,0.7784431137724551,0.5,0.16216216216216217,0.24489795918367346,0.5521829521829522,Student Performance,Neural network (MLP)
167,0.2,validation,1,0.7655502392344498,0.2857142857142857,0.043478260869565216,0.07547169811320754,0.6238997065884235,Student Performance,Neural network (MLP)
334,0.4,train,1,0.7874251497005988,1.0,0.04054054054054054,0.07792207792207792,0.517983367983368,Student Performance,Neural network (MLP)
334,0.4,validation,1,0.7751196172248804,0.0,0.0,0.0,0.6161643104827954,Student Performance,Neural network (MLP)
501,0.6,train,1,0.7904191616766467,1.0,0.045454545454545456,0.08695652173913043,0.5671239246686818,Student Performance,Neural network (MLP)
501,0.6,validation,1,0.7751196172248804,0.0,0.0,0.0,0.6540410776206989,Student Performance,Neural network (MLP)
668,0.8,train,1,0.7859281437125748,0.8333333333333334,0.034013605442176874,0.06535947712418301,0.5437868045490749,Student Performance,Neural network (MLP)
668,0.8,validation,1,0.784688995215311,0.6666666666666666,0.043478260869565216,0.08163265306122448,0.6563083488930382,Student Performance,Neural network (MLP)
835,1.0,train,1,0.8119760479041916,0.813953488372093,0.19021739130434784,0.30837004405286345,0.7883774126761504,Student Performance,Neural network (MLP)
835,1.0,validation,1,0.7799043062200957,0.5,0.17391304347826086,0.25806451612903225,0.7520672179247799,Student Performance,Neural network (MLP)
41,0.05,train,2,0.8536585365853658,0.8,0.4444444444444444,0.5714285714285714,0.9097222222222222,Student Performance,Neural network (MLP)
41,0.05,validation,2,0.7272727272727273,0.28,0.15217391304347827,0.19718309859154928,0.4989330488130168,Student Performance,Neural network (MLP)
83,0.1,train,2,0.8072289156626506,0.625,0.2777777777777778,0.38461538461538464,0.6897435897435897,Student Performance,Neural network (MLP)
83,0.1,validation,2,0.7272727272727273,0.28,0.15217391304347827,0.19718309859154928,0.4686583088823687,Student Performance,Neural network (MLP)
167,0.2,train,2,0.7844311377245509,0.5384615384615384,0.1891891891891892,0.28,0.6004158004158004,Student Performance,Neural network (MLP)
167,0.2,validation,2,0.7655502392344498,0.4,0.13043478260869565,0.19672131147540983,0.4786609762603361,Student Performance,Neural network (MLP)
334,0.4,train,2,0.7425149700598802,0.34210526315789475,0.17567567567567569,0.23214285714285715,0.54002079002079,Student Performance,Neural network (MLP)
334,0.4,validation,2,0.7272727272727273,0.2608695652173913,0.13043478260869565,0.17391304347826086,0.4594558548946386,Student Performance,Neural network (MLP)
